nombre,precio,disponibilidad,sku,publicado,listing_id
Placa GIGABYTE H610M-K V2 DDR5 LGA1700,288,,,,
Cricut | Set de Herramientas para Manualidades | Gancho | Espatula | Raspador,82,,,,
Cricut | Kit de Transferencia de Foil ( Aluminio) nuevo,178,,,,
Silla GAMING CHAIR ARMOR ONE V2 F,786,,,,
Bateria para Laptop TOSHIBA,140,,,,
ENMICADORA A3 ALE,429,,,,
BOTELLA DE TINTA CANON C/AMARILLO,45,,,,
"Disco Duro Solido SSD KINGSTON KC600 - 1Tb - SATA Rev 3.0 - 2.5"" - Interno",1185,,,,
Licencia Autodesk Autocad LT - Mensual- 1PC (oferta) Diseño y dibujo 2D - Original,299,,,,
Pantalla de Reemplazo para Laptop Dell,260,,,,
"Monitor Curvo LG 32"" Full HD, VA, 100Hz, 5ms, HDMI, VGA",645,,,,
"Autocad, Anual, para 1PC software de diseño y dibujo CAD 2D y 3D - Original",9690,,,,
"Laptop lenovo LOQ, Intel i5-12450HX, RAM 8Gb, SSD 512Gb SSD, Video NVIDIA GeForce RTX 3050 6Gb",2899,,,,
"Disco duro Toshiba N300 NAS, 8TB, SATA 6.0Gb/s, 7200rpm, 512MB Cache, 3.5"".",808,,,,
Mouse Pad CORSAIR MM250,77,,,,
TARJETA DE VIDEO GEFORCE RTX 5080 WINDFORCE OC SFF 16G GV-N5080WF3 OC-16GD 1.0 GV-N5080WF3 OC-16GD,5309,,,,
Placa Madre Mainboard Motherboard INTEL ASUS PRIME B760M-A D4 LGA1700,411,,,,
Cricut | Tapete de Corte de Agarre Ligero | 30.4cm x 30.4cm,74,,,,
"Teclado CORSAIR K70 RGB MK2 Rapidfire Cherry MX Speed, Cableado, retroiluminado, Negro GAMER",515,,,,
"Monitor LG 32MR50C, 31.5"" FHD 1920x1080, 100Hz, HDMIx1, VGAx1, Headphone-Out x1 Curvo Gamer",679,,,,
Tarjeta de Video Zotac Geforce RTX 5070 TI 16Gb SOLID OC ZT-B50710J-10P,3849,,,,
"Tarjeta de video XFX Mercury AMD Radeon RX 9070XT OC Gaming Edition, 16GB GDDR6, PCI-E 5.0",3327,,,,
Tarjeta de Video MSI Nvidia GeForce RTX 5060 Ti,2290,,,,
Tarjeta de Video Radeon Pro W6400 4Gb GDDR6 100-506189,1022,,,,
Silla Gaming CORSAIR T3 RUSH TELA GREY CARBON,920,,,,
"MONITOR TEROS TE-3217G 31.5"" CURVO GAMING",865,,,,
Memoria RAM 32Gb DDR5 6400Mhz PC5-51200 - KINGSTON,1510,,,,
"MONITOR SAMSUNG 22"" LS22D400GALXPE",354,,,,
MOTHERBOARD Placa Madre GIGABYTE B550M K - AM4 | DDR4 | Micro ATX,317,,,,
TARJETA DE VIDEO GEFORCE ZOTAC RTX 5070 TI 16G AMP EXTREME INFINITY ZT-B50710B-10P ZT-B50710B-10P,3959,,,,
"Memoria Kingston FURY Beast White RGB, 16GB DDR5-5200 MHz, CL-40, 1.25V, White",1015,,,,
Cricut | Prensa de Calor para Tazas Mug Press,639,,,,
Laptop HP 250 G10,1577,,,,
Laptop Dell Pro 16 PC16250,3281,,,,
"Disco Duro Estado Solido SSD Kingston FURY Renegade 1TB, M.2 2280 PCIe 4.0 x4 NVMe interno",1219,,,,
Silla Gamer Cougar EXPLORE ROYAL F,735,,,,
"CPU Workstation ThinkStation P360 Tower, Intel Core i7-12700F, RAM 16GB, SSD 1TB, 8GB NVIDIA",8798,,,,
TARJETA DE VIDEO GEFORCE RTX 5090 GAMING OC 32G GV-N5090GAMING OC-32GD 1.0 GV-N5090GAMING OC-32GD,11,,,,
Memoria RAM 32 GB DDR5 6400Mhz PC5-51200 - KINGSTON,1844,,,,
Case MSI MAG PANO 120R PZ,879,,,,
"Disco Duro Externo Solido Kingston XS2000 4Tb, USB 3.2 Gen 2x2 Tipo-C",2132,,,,
"Monitor curvo gaming TEROS TE-2787G 27"" FHD VA 180Hz 1ms HDMI DP AUDIO OUT Negro",435,,,,
SILLA GAMER RIJA RACER PLUS GAMER / NEGRO/ REPOSAPIES,425,,,,
"Laptop Lenovo IdeaPad Slim 3, AMD Ryzen7 5825U 4.5GHz, Memoria RAM 16Gb DDR4, Disco Solido 512Gb",1689,,,,
Tu publicación,680,Disponible,,Publicado en 2 lugares,589018624597481
Tu publicación,388,Disponible,,Publicado en 1 lugar,
